text,label
mine plays dmx kirk franklin smh justcallmebrit well neighbors ghetto get like beat kids,0
grandma used call porch monkey time come think refer broken bottle nigger knife,1
momma told tell mind yoooo damn motha fuckin business knowin bitch,1
nips freeeeezingand thats okay theyre slicing bra,1
twitter hacked im pussy admit said want act like never said,1
nah girl aint gon able make tight since russ loss job back like damn bitch really,1
nah nomeekjustmilz yo thought photoshopped face faggot smmfhi hate yall,1
new flame song yr lol bitch super run like,1
niggas always yelling fuck bitches get money meanwhile theyre broke still want bitches,1
niggas pressed pussy eeeeeen nothin,1
bitches nan,1
boats hoes please thanks mom,1
ovo allthingsfresh amp kendrick lamar still trash,0
top pregnant ass sorry hoe aint never got money even water broke talltrappin riptallt,1
couple red sox gotten past first base im dying laughing maybe yanks need teach game,0
people time aryan race stand say mongerls turn world ghetto slum,1
pistol whip dickau shoot yo bitch club sometimes freestyles freestyles im okay,1
rt please thanks bmorepocahontas pierced pussy come across timeline,1
remy machiavelli send shots ya belly bitch,1
roberto one nasty hoe,1
sorry jb fanreally justin come back top comment justin timberlake video million views son fucking bitch,1
searching incredible story white mans quest find ingredients necessary make caribbean jerked chicken redneck land,1
selling soul material wishes fast cars bitches tupac smile remix,1
shake bear aka two rednecks sex dead bear,1
shall compare thee summers day summers day bitch,1
gotta shape pussy lips tho postprettypussy whole wheat organic pussy,1
said wigga man richtake durag,1
bitch anyway,1
shes florida youve got sniff test swamp pussies,1
slow fuck bitch know live classy young lady,1
hes good football playerbut still acts like nig,1
stop pussy son shove needle heart afterearth,1
stop looking us go eat pussy yuppie fucks,1
takin straight dirt finger pussy know put dick xernee,1
aint bro moves thats hoe moves,1
girl plain looking borderline ugly amp chunky hey least shes got nice smile amp great personality,1
devil grows inside hearts selfish wicked white brown yellow black color restricted,0
water isnt yellow im healthy student,0
hoes aint loyal,1
hoes keep callin aint pickin,1
sour apple bitter bitches im fuckin wit em,1
faggots jonniesantana orioles petty fuckgot swept outta bitch,1
ghetto ass bands gets snuck,1
division trash nomeekjustmilz saints gon win nfc southwatch,0
fans waited bitch niggas hated old hoes dated look mama,1
ghetto motherfuckers missy elliott,1
recipe calls leftover brownie hell leftover brownie thats brownie havent eaten yetericanadine,0
ratchet broads dont represent white ass cant talk trash cause racist shit black,1
trust noneeee bitch dont,1
twitter twitter bitch twitter life,1
two roads diverged yellow wood chose one jtunheimr robert frost giant,0
u got k bitch niggaal haymon antonio tarver,1
uhuh empty heart empty bottle yellow cab would like catch cuz yo latest ex made u mad,1
used girlfriend got hoes lookin good girl fuckin low,1
virgin pussy regular pussy oomf pussy,1
whaaaaaat lmaooo cromotoasted creepgoddess thats luv u fat bitches cuz yall got big ole titties phat booties,1
walked bitch like nigga made,1
hate niggers hate faggots hate spicskkk rally,1
queer hut like butt,1
well bitch biology said,1
betysweetcocker gotta report spam rt sbabylife ladies rt head game better pussy,1
im done hoe pass squad g,1
fuck callin jiggaboo nigga,1
people think gay marriage okay beyond sorry dont want future son seeing fags walking street holding hands,1
u little bitch chris aint six bitch allisons mom,1
would want play pussy jimmyfallon dead snl,1
would wanna green ranger hes evil duh bitch,1
would want pussy side burns thats good question hyung hahahahaha,1
shank bitch ceviche,1
work tydollasign gets rough days hahaha hoes,1
wow bitch yes thats already established anything else say,1
yall forget brand new baby girl home bitch cookies burning,1
yah said word mtzraymegyptians people ysrahal inheritance kushiteethiopians,0
yaoooooooo yeaimjamaican mawnin yardies,0
yo bitch horn tryna shoot porn kingl thats shirt worthy tony,1
yo sublet pussy shitfahdsays,1
yo feet smell like puss whut like flowers bitch omg,1
yo mama bitch rt theacetjshow one sentence ended relationship,1
aint gunna shit spear chucker,1
aint bitch favorite response long texts,1
yo boys pussy cats,1
cunt,1
pull pussy dodge collect panties alright stormy jake,1
take someone ghetto cant take ghetto,1
dont like us colored folks hell youre colored white fucks,1
got hella hoes,1
hit lights line toco bell morning dianas back house miracle charlie dianaaaxo,0
look cute today really helll swerve hoe,1
look like little birds help get dressed morning,0
ol trout mouth ass bitch deeeeaaaadd,1
talk like fag shits retarded thats cool scro lots tards living total kickass lives,1
took land could make retarded diapers sureuse imagecool redskins nfl concussion jokes,1
youre garden rose bitch weed,1
youre fucked shit dumb ass cunt go post pictures flat ass titties ig slut,1
queer,1
homeboy looking bad giving cash hoes,1
teeth like stars aww thanks yeah yellow far away,0
yup fuck em alohahoesss playing like trash rt sbabylife clippers dont wanna play lol,1
aint time hoes get lol arianas mom says us,1
bitches chellyhernandez,1
ayo even kill handicapped crippled bitcheslook scalp real close youll see triple sixes,1
bitch freak shit,1
bitch vagina little resilient rosestokoe,1
love nah bitch aint love,1
pussy root drama attribute put head mama,1
call keyshawn johnson cause im catchin erry hoe,1
captain save hoe annoying phrase,1
day judgement everybody gonna looking big jumbotron watching fuck majjinn buu bitch,1
dont let side bitch settle might headbutt evelyn,1
dont show bitch unless look like dolly parton,1
fuck pussy ass hater go suck dick die quick someone youtube comments think wed good friends,1
hick raver venn diagram large intersection,0
hoes suck dick cus look like john stockton hit em wit choppa luke fatherrr lilbthebasedgod,1
wasnt work place id deck aye fucking right id give tyson combo nd end uppercut shut fuck bitch,1
suck dick dip shes keeper true redneck woman kims dad,1
im gonna rip bitch apart rip apart lol,1
britney bitch bible leviticus,1
niggas bitches bitch ass niggas dike ass hoes black ass bright ass hoes fag tags scally wags,1
pussy tryna go studio dont call mufuckin crib like god yo word god buss yo shit god word,1
oh ya hoes think cute skin tight cat suits assuming bodies boomin dispute,1
omg bitch fucking stupid swear blah blah blah week later omg ilysm bae ur best friend swear,1
way fuck bitch name lord mr race,1
poor whitey,1
riding bros still dont trust hoes,1
weekends going fabulous naa man youre seeing nae cunt theyll koed seconds flat hate u fuckgm,1
whatever good one abraham lincoln quote yall hoes,1
guys say latinas gt mean kim kardashian looking girls bitches shaped like mini fridge amp smell like tortillas,1
rappers say twat makes feel weird,0
better pipe pussy esexruskiilmao wth even mean,1
fucking pussy couldnt even beat dick angry youtube comment,1
youre cunt right rq,1
son bitch moment rains forget car windows,1
thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking love facebook hoes,1
get hit bitch campus wants,1
personidbitchslap khamruz fa blowin tl like bitches spare tire leavin dairy queen,1
faves rt grahamorama snoop justin much fun charlie wilson tribute betawards,0
taughtme pussy feels,1
wordsaftersex pussy bitch,1
azmonsoon lot rain bad wasnt enough wash away teabagger racist white trash state tcot teaparty azflooding,1
alexfromtarget gets million retweets chrisfromwalmart cant even get bitch text back,1
alexfromtarget bitches wetlmmfao,1
anncoulter still calling obama community organizer syria well still cunt well,1
asagiraffes pussy,1
askdems arent embarrassed charlie rangel remains caucus,0
bob bass bitches hankjohnson bitches dick fishes dock,1
breaking ap calls mass governor race charlie baker watch live coverage wcvb streaming online,0
bangbangbirdgang ya bitch fruit loop,1
bartending becomes real bitch bartender way way taller bar designed holy back pains,1
bestsongtohavesexto bitches love sosa bangbang,1
bigbird made gay couple yes gop world bird would existed since creators would jail sodomy,0
bitchslapthursdays nite pure passion doors open watching game bitch,1
blessjesus amos two walk together except agreed,0
blessjesus amos hate one upholds justice court detest one tells truth,0
blessjesus crown head sole feet,0
blessjesusair matthew look birds air yet heavenly father feeds themare much valuable,0
blessjesuslove happy belated sixtyfifth birthday aunt mary agnes strong,0
boutgocrazy aintnolevelzdisshit hungrier phat ho diet ig,1
burnnotice fi shoots bean bag rounds guy hurts like bitch dont,1
california full white trash,1
california full white trash moved oklahoma,1
celebrityleakedphotos yeahgt know feels knowing nsa phones quit whining like muslim bitches,1
christianbale kissing moses ass fight god otherwise might fucking deadgt retarded ass actor faggot,1
commonquestioniget uou ghetto,0
cowboys bitches cowboysnation another great win ilove team,1
crack whip cracker,1
dtla trash noneuropeans allowed live,1
duh transhuman thats theyre possibly tucking penis emperorira bitch got man boobs,1
dearfeministmen easier way get pussy wout sacrificing man hoodbest dont include losing ur self respect,1
degenerateartist aint fuckin around allahs retard crestgt got blessed jesus next fake ass textgt,1
degenerateartist cant cardgt im french muslim retardgt dont expect demand child bride yard cuz got man dickgt,1
degenerateartist isnt bitch walks back wordsgt isnt witch questions turdgt im glitch evolves absurd,1
degenerateartist knows wordsgt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bicgt cant hear fire,1
degenerateartist sniffs whiffy balls involuntary cuz fairy walks downtown hairy climatechange scary sense hillbilly sneezegt,0
derekjeter lifelong yankees man miss firstballot unanimous,0
dutch farmers white trash,1
dutch people live outside newyorkcity white trash,1
earlybird early morning sunrise dawn bird thebird jerryreed kansas city,0
ebola great thought panic bird flu bad really aint got time,0
ebola great metaphor gop teaparty policies eat vital organs host dies tcot teabaggers,0
explainananimeplotbadly boy monkey tail grows savior futuristic yet old earth,0
fact rt keyshbechillin kanye best good piece pussy fucks,1
fact females tweet dayum day r hoes need attention ijs wontgetme,1
femalelogic worse jig im convinced,0
firecashman root royals october yankees,0
freeelchapo trending cus french montanas bitch ass fucks think selling drugs cool lamest posers,1
freeballoutpartypart bitch going mo weeks,1
freshmanadvice aint hoe get traphouseeeeeeee,1
glory isaiah mom asked wanted brownie said thanks said fasting,0
holidayseasonlive shyglizzy plies shy glizzy feat plies free tha gang,0
happycolumbusday wasnt americakarlmarx would never thought sharing colonialism injuns,0
happycolumbusday hate sound peta callous allbut buffalo lot worse injuns,0
havok one bad bitch wouldnt wanna mess tna impact,1
hellyeah rt bacongawd rt huffingtonpost happy fall pumpkin spice oreos,0
hellobrookland monroestmarket opening serving free samples cider vegan sliders brownies,0
holyspirit joshua every place sole foot shall tread upon given unto said unto moses,0
honestyhour middle school hoes used call mandingo warrior,1
idonthavetimefor ratchet hoes,1
ihopesomeday hoes find relationship instead ruining others,1
istandwithrand wise rino pussies real leaders like rand cruz lee bachmann etc actually exist fight go home teaparty,1
iu straight nation college soccer champions wow hoosiernation hoosiers,0
iu make honorary student id way cooler international students football card hoosiers,0
ifthepurgewasreal id best prostitute madam ever hey got pussy shouldnt broke right lmao jk,1
ifwedate eat da pussy better lesbian,1
inmiddleschool fat hell band faggot thank god played sports th grade didnt stay band,1
indigenouspeoplesday right redskins lot queens right nomg sofunny,0
indigenouspeoplesday haha fuckin retarded commies hunter biden loves snortin pygmie fairy dust dont liberals,1
iowa full white trash,1
iraq gov troops handed severe defeat isis saqlawiya theres chatter soldiers lost amp jihadis raving,0
jesuschrist straightgt thats faggots killed period sonofgodgt,1
kanyeshrug lol shainarakia thots like rt smco shainarakia great thing bitches offer,1
lingo niccas tryn talk like,1
mentionadislike hoes thinkin bad even tell bitch calm u average,1
messagetomyfuturespouse u better cook clean bitch ill give u money aint cleanin dishes makin plate,1
minnesota full white trash,1
myunpopularopinion spanish bitches suck dick babies theyre already fine dressing slutty,1
nl queen reminded still dont get janelle monae perplexed people think shes queer,1
np centuries fob,0
nationalcatday sure celebrate billion bird deaths blame climatechange fuckin commies,1
natitude okay im going say comb yer beards lol wiggers,0
nowplaying bt feat tori amos blue skies radio edit thearrow,0
nowplaying great white bitten twice shy thearrow,0
nowplaying ian hunter bitten twice shy thearrow,0
